|Count
Pfeffel, Johann Andreas (der Ältere)|1
Sprinkhuizen, M. van|1
Hoyer, Nicolaas|1
Riemsdijk, Barthold Willem Floris van|1
Rehn, Isaac A.|1
Cumano, Constantino|1
Kessel, (B.?) van|1
Vanni, Raffaello|1
Melchior, Christoph|1
Shôsadô|1
Fellmann, M.|1
Huijgens, H.|1
Tongerloo, Willem van|1
Veth, Jan|1
Buijs, G.F.|1
Spoor, Willem Joost Lodewijk|1
Overklift, Hendrik van|1
Guidi, Raffaello|1
Borch, Anna ter|1
Spirinx, Louis|1
Savery, Jacob|1
Dextra|1
Gijsaerts, Gualterus|1
Verbruggen, Hendrik Frans|1
Heylen, Gonzales van|1
Siedenburg, A.F.|1
Tomomasa|1
Sperling, Catharina Heckel-|1
Maull & Polyblank|1
Jacopsen, Louis|1
Porter|1
Joss, J.B.|1
Riker, J.L.|1
Moens, David|1
Westerbaen Willemsz., Kornelis|1
Rosselino, A.|1
Alderwerelt, Joan Carel van|1
Mitsunaga|1
Meester Jubert|1
Faris, Thomas|1
Frank, Hans Ulrich|1
Heaton|1
Ojen, Gerrit van|1
Pol, Noel|1
Goos, Pieter|1
Eisen (school)|1
Caylus, Anne Claude Philippe|1
Croix, J.G. de la|1
Monogrammist IFP|1
Gieterij Prins van Oranje|1
Klocker, Hans|1
Kellen, David van der (I)|1
Loose, Basile de|1
Boeckel, Charles van|1
Cowe, John|1
Offermans, Josua|1
Lauters, Paulus|1
Groeneveldt, A. van|1
Lobbrechts, Joan|1
Colonna, Angelo Michele|1
Verbruggen, Jan|1
Kiyonobu (II), Torii|1
Klim, M.M.|1
Duflos, Claude|1
Coronelli, P. Vicenzo Maria|1
Boon, Adriaan|1
Vollenhoven, Herman van|1
Horenbault, Jacques|1
Chenu, Pierre|1
Schnebbelie, Isaac|1
Berkhuys, F.|1
Vos van Steenwyk, J.A. de|1
Donelli, Carlo|1
Roy, Pierre-François le|1
Kolm, Martinus van|1
Monogrammist JVM|1
Fargue, Karel la|1
Michel|1
Emedensis, Johannis|1
Ommeren-Hengevelt, Louise van|1
Meester van Rimini|1
Ferguson (ontwerper)|1
Eertvelt, Andries van|1
Carbentus, Hermanus|1
Meester met de Papegaai|1
Watts, John|1
Dupain, Adrien Pierre|1
Diez, Gustav-Adolphe|1
Nardois, Jean Galiot|1
Pierino da Vinci|1
Nomsz, Joannes|1
Dielaert, Christiaen van|1
Meester van Badia a Isola|1
Apollonio di Giovanni|1
Oldenbarnevelt, Johan van|1
Wagner, Johann Georg (1744-1767)|1
Windter, Johann Wilhelm|1
Chambers, James|1
Crouwel, Joseph|1
Vliet, Willem van der (ca. 1584-1642)|1
Bieselingen, Christiaen Jansz. van|1
Bembridge, William|1
Pape, Josse de|1
Schimmelbusch, Johann|1
Capellan, Antonio|1
David, Louis|1
Toshinaga|1
Schiebaan, G.|1
Curradi, Francesco|1
Richemont, François de|1
Fisher, Edward|1
Luiscius, J.|1
Laurey, L.E.|1
Meester Tilman|1
Henrixz, Simon|1
Enriquez, Francisco|1
Craan, W.B.|1
Bakker, A.|1
Wilkes, John (slotenmaker)|1
Monogrammist KG|1
Rodingh, Pieter|1
Meester van het Johannes-Altaar|1
Schweickart, Johann Adam|1
Michele da Firenze|1
Seuntjes, Nicolaas|1
Besters, Albertus Jacobus|1
Ruysdael, Jacob Salomonsz. van|1
Gauthier, Pierre Joseph|1
Cassana, Niccolò|1
Straten, Gebr. van|1
Simonin, Claude|1
Bergh, Jacob van den (II)|1
Cordier, Robert|1
Oosterhuis, Gustaaf|1
Galliari, Fabrizio|1
Broecke, Willem van den|1
Boccaccino, Boccaccio|1
Paon, J.|1
Lenfring, B.|1
Giovanni di Paolo di Grazia|1
Rombouts, Salomon|1
Tosini, Michele|1
Westeney-Smith|1
Brixius, C.|1
Heul, Anthony van der|1
Lier, B. van|1
Rosselli, Cosimo|1
Steffelaar, Cornelis|1
Gaudin et Frère, Alexis|1
Monogrammist PP (schilder)|1
Murray, John (fotograaf)|1
Meester Allegro|1
Christie & Zoon, Duncan|1
Olis, Jan|1
Welmeer, Christiaan|1
Tolk, A.|1
Loose, Peter de|1
Maggiotto, Domenico|1
Rundt, Hans Hinrich|1
Stalpaert, Pieter|1
Heath, William|1
Aelst, Isaeck van|1
Ambrullaart, Abraham|1
Sadanobu (I), Hasegawa|1
Surugue, Pierre Louis|1
Valck, Pieter|1
Lith de Jeude, Daniel van|1
Sena, Jean|1
Zuyderhoudt, C. van|1
Schiavone, Michele|1
Monogrammist M|1
Heer, Michael|1
Harfield, William Horatio|1
Voet, Hendrik|1
Koelman, Johan Daniël|1
London Stereoscopic and Photographic Company, The|1
Monogrammist HFG|1
Niculoso, Francisco|1
Bokusen, Gekkotei|1
Tsukimaro, Bokutei|1
Callahan, Harry|1
Turchi, Alessandro|1
Reidt, Pieter van|1
Lamme, N.|1
Zijnen, Dirk|1
Bouman, Pieter|1
Demachy, Pierre Antoine|1
Bernhuser, Meester|1
Putte, Hendrik van der|1
Brandt, Cäcilie|1
Gurney, Jeremiah|1
Victors, Jacomo|1
Chrétien, Gilles Louis|1
Monogrammist DO|1
Bleeck, Pieter van|1
Janelle, Jean-Baptiste (de Jonge)|1
Mont, Hans|1
Bezzi, Giovanni Francesco|1
Okada Masatoyo|1
Goutsbloem, Jacob|1
Kingma, Pieter Intesz|1
Smit, Jan|1
Schilperoort, Coenraet van|1
Desormeaux, Simon|1
Daretti, Scipione|1
Panneels, Herman|1
Bodenehr, Gabriel (II)|1
Hackius, Johannes|1
Kellerthaler, Daniël|1
Hornick, Erasmus|1
Deutmann, F.W.H.|1
Audran, Charles|1
Giovanni Antonio da Pesaro|1
Carracci, Antonio|1
Gargiulo, Domenico|1
Pers, Dirck Pietersz|1
Cochois, Charles Marie|1
Polders, J.M.|1
Zuccarelli, Francesco|1
Wahrendorff|1
Monogrammist HS (Duitsland)|1
Goto Denjo|1
Ruelles, Jean François de|1
Zeydelaar, Ernst|1
Mendes da Costa, Samuel Henri|1
Baalde, Gebroeders|1
Berghe, Christoffel van den|1
Collaert, Karel|1
Nauta, Hero|1
Bonsignori, Francesco|1
Holtrop, Willem|1
Whipple, John Adams|1
Buren, Egbert van|1
Beheim, Johann|1
Lorié|1
Hoogeveen Junior, Cornelis van|1
Philips Jansz., Caspar|1
Waal, Lucas de|1
Preuning, Paul|1
Monogrammist NH (inventor)|1
Gout, Anthony|1
Burgh, R. van|1
Monogrammist WS (graveur)|1
Baart, T.T.|1
Kitao Masayoshi Keisai|1
Nijhoff, Jacob|1
Harmensz van Warvershoef, Tonis|1
Le Bas, Jacques Philippe|1
Scotin, Jean Baptiste (I)|1
Muller, J.|1
Hattich, Petrus van|1
Urbino, Nicolá da|1
Blarenberghe, Henri Joseph van|1
Ruyven, Pieter Jansz. van|1
Collasius, Johan George|1
Ito Masatsune|1
Vendri, Antonio da|1
Caneva, Giacomo|1
Meigh & Son, Charles|1
Hachmann, Albert|1
Tetar van Elven, Pierre|1
Ressius, E.|1
Finsonius, Ludovicus|1
Compagnie des Bronzes|1
Monogrammist JVR|1
Boulton & Watt|1
Brusaferro, Girolamo|1
Vulliamy, Benjamin Lewis|1
Cloppenburgh, Jan Evertsz (II)|1
Zick, Januarius|1
Knop, N.|1
Stampart, Frans van|1
Hidenobu|1
Roussel, Paul Marie|1
Gamberucci, Cosimo|1
Wilp, Sara Maria van der|1
Saligo, Charles|1
Dalens, Dirck|1
Monogrammist IC|1
Holthuisen, Arnold Willem (van)|1
Marteau, Pierre|1
Ziesenis, R.A.C.|1
Bracquemond, Félix|1
Duynen, Isaac van|1
Shunzan, Katsukawa|1
Key, Willem|1
Strauch, Lorenz|1
Hecke, Frans I van den|1
Echard, Charles|1
Achelom, Johannes van|1
Meurs, Henricus|1
Troschel, Hans|1
Moreau, Jean Michel|1
Monogrammist AB (ca 1618)|1
Shigenobu, Nishimura|1
Haronobu, Suzuki|1
Ruckers, Andreas|1
Rademaker, Gerrit|1
Sornique, Dominique|1
Belkom, Eleke van|1
Brisé, Cornelis|1
Dollet, Victor Jean François|1
Sartorius jr., G.F.|1
Christie, Duncan|1
Duytsch, F.E.|1
Yoshiiku, Utagawa|1
Bosvelt, G. van|1
Dusart, Thomas|1
Meester van de Olijfberg uit de Verzameling Dutuit|1
Folin, Bartholomeo|1
Campi, Giulio|1
Masayuki|1
Tomlins, C.|1
Dirksen, J.|1
Elink Sterk, Isaac Cornelis|1
Drost, Anthonie|1
Gaddi, Angelo di Taddeo|1
Knoll, François Cornelis|1
Beaumont, De|1
Favray, Antoine de|1
Kingston, William|1
Meil, Johann Wilhelm (der Jüngere)|1
Dreux, Jacobus Johannes|1
Baradelle|1
Desaulx, Jean|1
Borman, Johannes|1
Teugnagel, D.|1
Rukn-ud-din|1
Hitsu, Shigesama|1
Janssen, Claes|1
Assen, Jan van|1
Heemskerck, Egbert van (I)|1
Hutte, Gerrit|1
Duim, Izaak|1
Robertson & Beato|1
Trappa Brixius, Donus Michael Angelus|1
Chorus, Juriaan|1
Sukenaga|1
Monogrammist WBH|1
Spanceerder, Bruno|1
Hoogstraat, Daniel|1
Hofhout, Johannes II|1
Soten|1
Schermer, Cornelis Albertus Johannes|1
Torrentius, Johannes|1
Adelaar, Egidius|1
West, Johannes Hendrik van|1
Sunagawa Masayoshi|1
Vriesekolk, Hero Cs.|1
Zürcher, Antoni|1
Ravesteyn, Paulus Aertsz. van|1
Berlin|1
Bembo, Gian Francesco|1
Sutton, Thomas|1
Oyen, Dillis van|1
Küsel, Johanna Sibilla|1
Groot, Willem de|1
Sustermans, Justus|1
Bourse, Esaias|1
Schagen, Gerrit Lucasz van|1
Monogrammist JH of JHE|1
Monogrammist NVE|1
Smit, A.|1
Werge, John|1
Canova, Antonio|1
Bernard, Picart|1
Canter Visscher, Adrianus|1
Vianen, Christiaen van|1
Gandini, Alessandro|1
Tassi, Agostino|1
Huls, Samuel van|1
Le Mire, Louis|1
Lecoeur, Louis|1
Zoppo, Marco|1
Vos, Josse de|1
Chauvassaignes, Frank|1
Heylan, Frans|1
Waard, C. van|1
Ludwigsburg, Porseleinfabriek|1
Bosio, Jean François|1
Hack, Marinus Johannes|1
Moninckx, Cornelis|1
Collin, Johannes|1
Dale, Joannes van|1
Klock, P.|1
Ring, Pieter de|1
Monogrammist L (graveur, Italië)|1
Naeranus, Joannes|1
Susan, Johannes Daniël|1
Wouw, Hillebrant Jacobsz. van|1
Cawse, John|1
Logteren, Jan van|1
Autissier, Louis Marie|1
Richmond, George|1
Hardcastle, A.|1
Coene, Constantinus Fidelio|1
Liébaux fils, Henri|1
Cellini, Benvenuto|1
Wicar, Jean-Baptiste Joseph|1
Baroni, Giuseppe|1
Soldani Benzi, Massimiliano|1
Kraay, Gebroeders|1
Hillebrand, Jan Adolf jr.|1
Loeninga, Allaert van|1
Daniël Scholenaar|1
Payen, Auguste Antoine Joseph|1
Launton, J.G.|1
Clérissy, Pierre|1
Meester van Elsloo|1
Gessho, Cho|1
Lafosse, Charles de|1
Wegman, Adrianus|1
Koningh, Leendert de|1
Franck, Christoffel Frederik|1
Lijnslager, Hendrik|1
Fontebasso, Francesco Salvatore|1
Puttelaar (II), Anthony van|1
Redita, Aniello|1
Spreeuwen, Jacob van|1
Aury, Pierre|1
Raket, H.|1
Jagt, Wijbrand van der|1
Brinkink, Willem|1
Zeeuw, Cornelis de|1
Kate, Herman Frederik Carel ten|1
Gonzalez de Mendoza, Juan|1
Bramer, Gerrit|1
Fieravino, Francesco (genaamd Il Maltese)|1
Hilliard, Lawrence|1
Chrystiaens, Hans|1
Huaud, Pierre (II)|1
Ritsuô|1
Billy, Nocolo (I)|1
Tongerlo, Kornelis van|1
Dilhoff, Johannes|1
Diana, Giacinto|1
Monogrammist MS (Noordelijke Nederlanden)|1
Hokuju, Shotei|1
Reysschoot, Petrus Norbertus van|1
Gaspari, Pietro|1
Hove, Bartholomeus Johannes van|1
Loon, Pieter van|1
Meester van het retabel van Hakendover|1
Cool, Jan Daemen|1
Schreuder, Jan Adolph Hendrik|1
Vos, J. de|1
Hallé, Claude Guy|1
Os, Maria Margaretha van|1
Orando Hidehiko|1
Palsean, F.G.|1
Duquesnoy, François|1
Meulener, Pieter|1
Schotel, Johannes Christiaan|1
Steuerwald, Jan Dam|1
Rocquette, Johan de la|1
Boissard, Robert|1
Kilburn, William Edward|1
Lisse, Dirck van der|1
Damme, H. van|1
Miers, John|1
Herdingh, Leendert|1
Dauzats, Adrien|1
François, Jean|1
Altheer, Johannes|1
Herseele, Joost van|1
Ruelles, Pieter des|1
Campagna, Gerolamo|1
Pasinelli, Lorenzo|1
Begeer, Carel|1
Fries, Jan D.|1
Jansens, Hendrik|1
Verveer, Christiaan|1
Hoey, Nicolas de|1
Lenoir, Etienne|1
Kramm, Christiaan|1
Cuylenburg, Jan Gerritsz van|1
Zaganelli di Bosio, Francesco|1
Monogrammist AD (inventor)|1
Peterzano, Simone|1
Pieterse, Albertus|1
Monogrammist IL (schilder)|1
Lippo Vanni|1
Monogrammist HK (15e eeuw)|1
Reekers, Johannes (Sr.)|1
Doncker, Hendrick (I)|1
Abry, Louis|1
Bredael, Joseph van|1
Janse Boekelts, Jan|1
Chinnery, George|1
Schultze, Christian Gottfried|1
Novelli, Francesco|1
Eiri, Chokyosai|1
Escalier de Cristal|1
Kyosai, Kawanabe|1
Schweickhardt, Catharina Wilhelmina|1
Heemskerck, Egbert van (II)|1
Lerebours, Noël Marie Paymal|1
Memeling, Rutgerus|1
Monogrammist L. de S.|1
Lapis, Hieronymus|1
Deventer, Willem Anthonie van|1
Monnet, Charles|1
Boogaert, A. van den|1
Lamprecht, Georg|1
Cels, Cornelis|1
Swebach, Jacques François Joseph|1
Monogrammist LS (graveur)|1
Cortona, Urbano da|1
Motonobu|1
Depillon, C.|1
Thomassin, Philippe|1
Gisle, L.|1
Chieze, Jacques de|1
Zhao Yongxian|1
Aelst, Willem van|1
Costa Dias, David da|1
Rietkessler, J. Abraham|1
Jin Zemao|1
Spaendonck, Gerard van|1
Derbais, Jerome|1
Noordwal|1
Thomas, Jan|1
Vinkeles|1
Laurent, Claude|1
Courtin|1
Otten, Theodorus|1
Breu, Jörg (der Jungere)|1
Brépols, P.J.|1
Ranichi|1
Zanchi, Antonio|1
Gravelle des Vallees, Ls.|1
Goswin Père et Fils|1
Winter, Hendrik|1
Vinkeles, Abraham|1
Borrel, M.|1
Beet, G.D.|1
Post, Hendrik|1
Caresme, Philippe|1
Lepelaar, A.|1
Werner, Peter Paul|1
Goltz, Johann|1
Tavernier, Melchior|1
Vogelaer, Pieter|1
Dijckman, Jacob|1
Bolten, Jacob|1
Riley, John|1
Leleu, Jean François|1
Katsura Seiyo|1
Poorter, Willem de|1
Pesne, Antoine|1
Janssens, E.|1
Groenewegen, J.|1
Maison Falize|1
Yaheita (Yaheiji ?)|1
Neck, B. van|1
Largillière, Nicolas de|1
Kemnitz|1
Geefs, Alexandre|1
Crabeth, Wouter Pietersz II|1
Restout, Jean (II)|1
Blaauw, Pieter|1
Schor, Giovanni Paolo|1
Meester van Gouda (II)|1
Geel, Jean-Louis van|1
Elion, Jacob Samuel Cohen|1
Hofstede, Petrus|1
Meester van de H. Erasmus|1
Duchange, Gaspard|1
